@relation eclipse-jhawk-smote

@attribute id numeric
@attribute COMP numeric
@attribute NOCL numeric
@attribute NOS numeric
@attribute HLTH numeric
@attribute HVOC numeric
@attribute HEFF numeric
@attribute HBUG numeric
@attribute CREF numeric
@attribute XMET numeric
@attribute LMET numeric
@attribute NLOC numeric
@attribute NOC numeric
@attribute NOA numeric
@attribute MOD numeric
@attribute HDIF numeric
@attribute VDEC numeric
@attribute EXCT numeric
@attribute EXCR numeric
@attribute CAST numeric
@attribute TDN numeric
@attribute HVOL numeric
@attribute NAND numeric
@attribute VREF numeric
@attribute MDN numeric
@attribute NOPR numeric
@attribute NEXP numeric
@attribute LOOP numeric
@attribute defective {0,1}

@data
8658,11,16,32,195,56,25165.2,0.38,2,5,2,39,13,0,1,22.22,1,0,0,0,5,1132.43,80,28,2,115,29,1,0
8659,1,3,6,43,17,952.4,0.6,5,0,0,7,1,5,0,5.42,0,0,0,0,0,175.76,26,10,0,17,5,0,0
8660,1,6,1,13,13,120.26,0.2,2,0,0,1,1,3,2,2.5,0,0,0,0,0,48.11,8,0,0,5,0,0,0
8661,3,7,17,108,36,7118.99,0.19,5,6,1,14,3,2,1,12.75,5,0,0,1,2,558.35,51,13,1,57,18,2,0
8662,2,6,12,76,30,3238.55,0.12,5,6,2,14,3,0,0,8.68,5,0,0,0,2,372.92,30,7,1,46,12,0,0
8668,1,4,1,7,7,49.13,0.1,0,0,0,1,1,0,2,2.5,0,0,0,0,0,19.65,2,0,0,5,0,0,0
8669,1,3,2,25,16,420,0.3,3,2,0,8,1,1,0,4.2,0,0,0,0,0,100,14,4,0,11,6,0,0
8670,1,3,1,7,7,49.13,0.1,0,0,0,1,1,0,2,2.5,0,0,0,0,0,19.65,2,0,0,5,0,0,0
8671,1,5,4,31,13,1070.66,0.4,0,0,0,5,2,3,1,9.33,0,0,0,0,0,114.71,16,6,0,15,3,0,0
8672,1,5,2,11,11,133.19,0.1,0,0,0,3,1,0,1,3.5,0,0,0,0,0,38.5,4,1,0,7,1,0,0
8673,1,3,2,11,11,133.19,0.1,0,0,0,3,1,0,1,3.5,0,0,0,0,0,38.5,4,1,0,7,1,0,0
8674,1,4,2,11,11,133.19,0.1,0,0,0,3,1,0,1,3.5,0,0,0,0,0,38.5,4,1,0,7,1,0,0
8675,2,7,10,68,23,3667.56,0.1,2,3,0,12,4,0,1,11.92,1,0,0,0,1,307.6,31,11,1,37,9,0,0
8676,1,3,2,7,6,36.19,0.1,0,0,0,3,1,0,1,2,0,0,0,0,0,18.9,2,0,0,5,0,0,0
8678,1,3,1,10,9,47.55,0.1,1,0,0,1,1,2,0,1.5,0,0,0,0,0,31.7,6,0,0,4,0,0,0
8679,1,3,1,11,11,57.8,0.1,1,0,0,1,1,3,0,1.5,0,0,0,0,0,38.5,8,0,0,3,0,0,0
8680,1,3,6,43,17,952.4,0.6,5,0,0,7,1,5,0,5.42,0,0,0,0,0,175.76,26,10,0,17,5,0,0
8681,1,6,1,13,13,120.26,0.2,2,0,0,1,1,3,2,2.5,0,0,0,0,0,48.11,8,0,0,5,0,0,0
8682,1,4,1,7,7,49.13,0.1,0,0,0,1,1,0,2,2.5,0,0,0,0,0,19.65,2,0,0,5,0,0,0
8683,1,3,2,25,16,420,0.3,3,2,0,8,1,1,0,4.2,0,0,0,0,0,100,14,4,0,11,6,0,0
8684,1,3,2,13,12,163.12,0.2,0,0,0,3,1,0,1,3.5,0,0,0,0,0,46.6,5,1,0,8,1,0,0
8685,1,3,1,7,7,49.13,0.1,0,0,0,1,1,0,2,2.5,0,0,0,0,0,19.65,2,0,0,5,0,0,0
8686,5,4,17,81,31,8283.77,0.13,0,0,0,20,2,1,1,20.64,3,0,0,0,1,401.29,34,10,1,47,14,1,0
8687,1,5,6,48,18,1655.84,0.7,2,0,0,7,1,5,1,8.27,0,0,0,0,0,200.16,26,10,0,22,5,0,0
8688,3,4,8,41,23,1820.94,0.6,1,1,0,8,1,1,0,9.82,0,0,0,0,2,185.47,18,4,2,23,7,1,0
8689,3,4,10,55,26,2464.6,0.9,2,1,0,10,1,1,0,9.53,2,0,0,0,2,258.52,26,6,2,29,10,1,0
8690,1,22,1,18,14,191.89,0.2,2,0,0,1,1,6,2,2.8,0,0,0,0,0,68.53,14,0,0,4,0,0,0
8691,1,8,2,15,12,188.21,0.2,2,2,0,3,2,0,2,3.5,0,0,0,0,0,53.77,5,0,0,10,1,0,0
8692,1,6,2,15,11,227.3,0.2,2,2,0,3,1,0,2,4.38,0,0,0,0,0,51.89,5,0,0,10,1,0,0
8693,3,12,7,46,30,2144.31,0.8,4,1,0,11,1,1,2,9.5,1,0,1,0,3,225.72,19,6,1,27,7,0,0
8694,5,12,12,70,34,4115.19,0.12,4,1,0,17,1,1,2,11.56,1,0,1,0,6,356.12,26,11,2,44,12,0,0
8695,3,12,13,88,41,5677.22,0.16,4,1,0,24,1,1,2,12.4,1,0,1,0,3,471.46,34,17,1,54,17,0,0
8696,6,18,15,100,40,11470.16,0.18,4,2,0,27,2,2,2,21.55,1,0,1,0,3,532.19,39,20,1,61,19,0,0
8697,4,14,10,62,32,4185,0.1,4,2,0,15,2,2,2,13.5,1,0,1,0,4,310,27,10,2,35,10,0,0
8698,10,21,22,140,46,15465.97,0.26,4,2,0,40,2,2,2,20,1,0,1,0,3,773.3,52,31,1,88,28,0,0
8699,10,10,20,117,40,8046.76,0.21,2,1,0,31,1,3,2,12.92,1,0,0,0,1,622.67,48,27,1,69,21,0,0
8700,1,0,2,10,8,75,0.1,1,0,0,3,0,1,1,2.5,0,0,0,0,0,30,5,1,0,5,1,0,0
8702,7,6,26,245,54,45541.3,0.47,3,1,2,31,6,7,1,32.3,2,0,0,0,6,1409.95,119,50,2,126,33,0,1
8703,3,1,9,59,24,2353.46,0.9,0,0,2,12,1,3,1,8.7,0,0,0,0,2,270.51,29,10,2,30,8,0,0
8704,9,6,22,175,52,31647.27,0.33,2,1,1,27,6,0,1,31.72,4,0,1,0,7,997.58,80,26,4,95,27,2,0
8705,17,27,55,368,51,155555.36,0.7,0,0,0,65,6,0,1,74.52,1,0,0,0,13,2087.45,155,78,3,213,69,3,0
8706,3,0,4,38,17,1173.56,0.5,2,1,1,5,0,1,1,7.56,0,0,0,0,0,155.32,17,4,0,21,7,0,0
8707,5,1,9,99,36,7984.43,0.17,1,0,1,20,1,0,1,15.6,0,0,0,0,3,511.82,39,17,1,60,14,0,0
8708,3,2,6,45,23,1998.59,0.7,0,0,1,9,2,0,1,9.82,0,0,0,0,2,203.56,18,7,1,27,7,0,0
8709,1,1,1,7,7,29.48,0.1,1,0,0,2,1,1,1,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
8710,4,10,13,153,48,16869.47,0.28,2,5,1,30,10,0,1,19.74,1,0,0,0,2,854.5,72,14,1,81,28,1,0
8711,3,0,7,41,23,1820.94,0.6,0,0,0,7,0,0,1,9.82,0,0,0,0,2,185.47,18,6,2,23,6,1,0
8712,7,6,26,245,54,45541.3,0.47,3,1,2,31,6,7,1,32.3,2,0,0,0,6,1409.95,119,50,2,126,33,0,0
8714,4,10,13,153,48,16869.47,0.28,2,5,1,30,10,0,1,19.74,1,0,0,0,2,854.5,72,14,1,81,28,1,0
8753,1,0,2,11,10,109.62,0.1,1,1,0,3,0,0,0,3,0,0,0,0,0,36.54,4,1,0,7,1,0,0
8754,1,0,4,31,15,1180.86,0.4,1,0,2,5,0,0,1,9.75,1,0,0,0,0,121.11,13,2,0,18,4,0,0
8755,1,0,2,13,10,161.94,0.1,0,0,1,3,0,0,1,3.75,0,0,0,0,0,43.19,5,0,0,8,1,0,0
8756,3,3,12,99,30,7934.44,0.16,3,1,1,15,1,2,1,16.33,0,0,0,0,3,485.78,49,12,2,50,17,0,0
8757,4,15,11,123,40,9959.23,0.22,9,4,0,14,15,5,1,15.21,1,0,0,0,4,654.6,71,19,2,52,37,0,0
8759,1,3,2,13,10,151.15,0.1,1,0,1,3,1,1,1,3.5,0,0,0,0,0,43.19,7,2,0,6,1,0,0
8760,12,0,44,415,53,83624.7,0.79,7,5,0,56,0,2,1,35.18,1,0,0,0,0,2377.9,196,94,0,219,74,0,0
8762,2,0,5,27,17,744.94,0.4,0,0,0,7,0,1,1,6.75,0,0,0,0,1,110.36,12,4,1,15,4,0,0
8763,4,1,7,68,31,3527.94,0.11,2,0,2,15,1,2,1,10.47,0,0,1,0,3,336.89,29,6,2,39,9,0,0
8764,8,5,31,234,46,47296.42,0.43,5,8,0,35,5,1,1,36.59,7,0,0,5,11,1292.51,104,43,5,130,38,1,0
8766,11,4,47,392,88,92944.4,0.84,7,7,12,59,4,3,1,36.71,8,0,1,0,13,2532.1,185,54,5,207,57,1,1
8767,4,0,12,100,38,5345.11,0.17,3,2,4,19,0,3,1,10.19,1,0,0,0,3,524.79,50,16,1,50,16,0,0
8768,2,1,5,37,20,1046.69,0.5,2,1,0,7,1,0,2,6.55,0,0,0,0,1,159.91,16,5,1,21,4,0,0
8769,4,5,15,110,46,6908.91,0.2,5,3,6,20,3,2,1,11.37,2,0,1,0,4,607.59,47,9,1,63,13,0,0
8769,1,22,1,18,14,191.89,0.2,2,0,0,1,1,6,2,2.8,0,0,0,0,0,68.53,14,0,0,4,0,0,0
8770,10,5,28,209,43,17932.79,0.38,6,1,8,37,1,4,1,15.81,1,0,0,0,10,1134.9,92,15,2,117,17,0,0
8779,3,3,12,93,31,2956.42,0.15,4,1,7,15,1,1,1,6.42,1,0,0,0,2,460.74,44,9,1,49,9,0,1
8780,21,5,99,784,97,303957.2,1.72,8,5,10,130,5,2,1,58.74,18,0,1,0,29,5174.33,378,104,8,406,121,3,0
8781,15,4,53,427,96,110181.57,0.94,9,2,13,61,2,1,1,39.19,14,0,1,5,16,2811.78,211,71,7,216,78,1,1
8782,2,0,5,42,18,831.9,0.6,1,0,3,7,0,0,1,4.75,0,0,0,0,1,175.14,19,3,1,23,3,0,0
8783,3,0,7,53,24,1749.62,0.8,1,0,4,10,0,1,1,7.2,1,0,0,0,2,243,24,4,1,29,5,1,1
8784,1,0,7,67,29,2169.9,0.11,4,1,3,8,0,2,1,6.67,1,0,0,0,0,325.48,35,6,0,32,8,0,0
8785,2,3,4,56,27,2379.82,0.9,2,1,2,8,1,2,1,8.94,0,0,0,0,1,266.27,26,5,1,30,3,0,0
8786,10,15,30,221,55,22468.48,0.43,4,2,7,37,5,4,1,17.59,2,0,0,0,10,1277.68,103,21,2,118,27,1,1
8787,12,2,46,359,73,76728.17,0.74,6,1,8,60,2,3,1,34.53,4,0,1,0,15,2222.15,171,41,6,188,48,2,0
8788,7,1,30,230,67,37260.95,0.47,5,1,8,47,1,8,1,26.71,4,0,1,0,9,1395.2,117,28,5,113,33,1,0
8789,2,0,10,80,21,3162.47,0.12,1,0,5,12,0,0,1,9,0,0,0,0,2,351.39,36,5,1,44,5,0,0
8790,3,0,8,69,25,1993.76,0.11,4,2,4,10,0,2,1,6.22,0,0,0,0,2,320.43,32,4,1,37,6,0,0
8791,15,3,40,377,53,126430.91,0.72,4,2,3,49,1,3,1,58.55,4,0,0,2,16,2159.43,165,63,6,212,43,1,0
8792,6,2,28,201,61,28784.33,0.4,5,1,8,40,2,4,1,24.15,4,0,1,0,8,1192.8,99,22,6,102,30,1,0
8793,17,6,58,479,94,127021.19,1.5,9,5,11,68,4,1,1,40.46,11,0,1,5,21,3139.65,236,87,7,243,89,1,1
8794,8,0,16,153,51,18808.61,0.29,3,1,2,21,0,3,1,21.67,5,0,0,0,5,867.88,73,23,2,80,22,0,0
8795,5,8,11,112,43,9139.5,0.2,2,0,1,24,8,0,1,15.4,2,0,1,0,3,607.74,46,14,2,66,16,1,0
8796,4,1,11,94,40,7210.29,0.17,2,0,2,20,1,0,1,14.41,1,0,1,0,3,500.26,39,11,2,55,11,1,0
8797,1,0,2,49,27,2596.17,0.8,1,0,0,6,0,1,1,11.14,0,0,0,0,0,232.99,24,8,0,25,6,0,0
8798,4,1,11,94,40,7210.29,0.17,2,0,2,20,1,0,1,14.41,1,0,1,0,3,500.26,39,11,2,55,11,1,0
8799,2,0,4,30,18,875.68,0.4,1,0,0,5,0,1,1,7,0,0,0,0,0,125.1,14,4,0,16,4,0,0
8800,4,2,10,88,39,5662.27,0.16,2,0,1,20,2,0,1,12.17,1,0,1,0,3,465.12,35,7,2,53,12,1,1
8801,4,1,11,94,40,7210.29,0.17,2,0,2,20,1,0,1,14.41,1,0,1,0,3,500.26,39,11,2,55,11,1,0
8802,3,1,6,63,31,2562.62,0.1,2,0,2,13,1,0,1,8.21,0,0,1,0,2,312.11,26,5,1,37,8,0,0
8803,2,0,6,38,24,1045.37,0.6,2,0,1,5,0,2,1,6,0,0,0,0,1,174.23,20,2,1,18,4,1,0
8804,3,0,8,53,27,1927.13,0.8,2,0,2,8,0,2,1,7.65,0,0,0,0,2,252.1,26,3,2,27,5,1,0
8805,1,3,2,18,15,257.85,0.2,3,0,1,5,1,2,1,3.67,0,0,0,0,0,70.32,11,3,0,7,4,0,1
8881,1,22,1,18,14,191.89,0.2,2,0,0,1,1,6,2,2.8,0,0,0,0,0,68.53,14,0,0,4,0,0,0
8890,1,0,4,21,13,699.38,0.3,1,2,0,5,0,0,2,9,1,0,0,0,0,77.71,8,2,0,13,2,0,0
8891,1,0,4,21,13,699.38,0.3,1,2,0,5,0,0,2,9,1,0,0,0,0,77.71,8,2,0,13,2,0,0
8892,1,1,1,4,4,12,0,0,0,0,2,1,0,1,1.5,0,0,0,0,0,8,1,0,0,3,0,0,0
8894,1,0,2,14,12,175.66,0.2,2,1,0,3,0,1,1,3.5,0,0,0,0,0,50.19,7,1,0,7,2,0,0
8895,132,0,174,3040,369,579127.33,8.64,5,3,0,175,0,0,1,22.34,1,0,0,0,0,25923.53,1604,776,0,1436,507,0,1
8896,244,0,626,6065,555,1702095.96,18.43,11,5,0,910,0,1,1,30.78,171,0,2,40,283,55290.63,2786,1009,2,3279,919,0,1
8897,1,1,172,1083,195,82979,2.75,2,0,0,173,1,0,1,10.7,0,0,0,0,0,8238.74,541,196,0,542,171,0,1
8898,1,0,172,1079,192,71149.52,2.73,2,0,0,173,0,0,1,8.69,0,0,0,0,0,8184.17,539,195,0,540,171,0,1
8899,1,0,2,13,10,115.16,0.1,1,0,1,3,0,2,1,2.67,0,0,0,0,0,43.19,8,2,0,5,2,0,0
8900,1,0,11,86,27,2570.36,0.14,1,1,0,12,0,2,1,6.29,0,0,0,0,0,408.92,44,20,0,42,10,0,0
8901,2,0,5,29,16,894.86,0.4,2,1,0,7,0,1,1,7.71,0,0,0,0,2,116,12,4,1,17,3,0,0
8902,1,22,1,18,14,191.89,0.2,2,0,0,1,1,6,2,2.8,0,0,0,0,0,68.53,14,0,0,4,0,0,1
8902,21,14,102,1050,133,415894.47,2.47,13,14,1,120,14,4,1,56.14,16,0,0,2,28,7408.5,537,204,5,513,195,2,1
8903,1,0,4,27,12,553.11,0.3,1,0,0,5,0,3,0,5.71,0,0,0,0,0,96.79,16,6,0,11,3,0,0
8904,1,1,2,26,17,446.35,0.4,1,0,0,3,1,0,1,4.2,0,0,0,0,0,106.27,12,3,0,14,1,0,0
8905,6,15,23,210,59,21330.46,0.41,9,3,2,28,15,5,0,17.27,2,0,0,0,6,1235.36,111,35,2,99,43,0,0
8906,2,2,4,35,23,1096.9,0.5,0,0,2,6,2,2,2,6.92,0,0,0,0,1,158.32,18,6,1,17,4,0,0
8907,2,1,4,31,21,670.34,0.5,1,0,2,6,1,2,2,4.92,0,0,0,0,1,136.16,16,4,1,15,4,0,0
8908,15,2,47,392,59,150059.3,0.77,3,3,0,58,2,3,2,65.7,10,0,0,0,18,2306,177,82,7,215,62,1,0
8909,2,1,4,37,24,1211.74,0.6,1,0,2,6,1,3,2,7.14,0,0,0,0,1,169.64,20,6,1,17,4,0,0
8910,1,0,4,25,14,464.2,0.3,1,2,0,5,0,2,1,4.88,0,0,0,0,0,95.18,13,4,0,12,1,0,0
8911,2,0,3,18,14,274.13,0.2,0,0,1,5,0,1,1,4,0,0,0,0,1,68.53,8,2,1,10,2,0,0
8912,2,0,6,47,23,1553.67,0.7,2,1,5,9,0,0,1,7.31,0,0,2,0,2,212.61,19,2,1,28,5,0,0
8913,1,0,2,24,15,531.34,0.3,2,0,1,3,0,4,1,5.67,0,0,0,0,0,93.77,17,5,0,7,6,0,0
8918,1,0,4,37,21,975.9,0.5,2,0,1,5,0,4,1,6,1,0,0,0,0,162.52,24,8,0,13,8,0,0
8919,1,0,4,33,16,673.2,0.4,1,0,0,5,0,1,1,5.1,0,0,0,0,0,132,17,6,0,16,3,0,0
8920,1,0,4,33,16,673.2,0.4,1,0,0,5,0,1,1,5.1,0,0,0,0,0,132,17,6,0,16,3,0,0
8921,5,1,11,83,32,6132.78,0.14,2,1,0,15,1,2,1,14.78,1,0,1,0,3,415,38,14,1,45,11,1,0
8922,4,1,10,77,30,5785.53,0.13,2,1,0,13,1,1,1,15.31,1,0,1,0,2,377.83,35,13,1,42,10,1,0
8923,2,0,4,27,15,723.33,0.4,2,0,1,6,0,1,1,6.86,0,0,0,0,1,105.49,12,2,1,15,4,0,0
8924,2,4,5,32,17,1121.13,0.4,0,0,0,7,1,0,1,8.57,0,0,0,0,2,130.8,12,4,1,20,4,0,1
8925,7,0,19,127,33,23474.81,0.21,0,0,0,25,0,1,2,36.64,5,0,0,0,6,640.64,54,22,2,73,23,1,0
8926,8,2,39,186,41,38911.13,0.33,2,3,0,37,2,1,1,39.5,2,0,0,0,8,996.5,82,35,2,104,32,3,1
8927,3,4,6,40,19,1869.9,0.6,0,0,0,8,1,1,1,11,0,0,0,0,2,169.92,16,6,1,24,6,0,0
8928,2,0,4,27,18,774.4,0.4,1,0,0,6,0,0,1,6.88,0,0,0,0,1,112.59,11,3,1,16,4,0,0
8929,4,1,5,53,24,3742.25,0.8,0,0,0,9,1,1,2,15.4,0,0,0,0,0,243,22,7,0,31,8,0,0
8930,1,0,2,9,9,71.32,0.1,1,0,0,3,0,0,0,2.5,0,0,0,0,0,28.53,4,1,0,5,1,0,0
8931,3,1,11,49,24,1901,0.7,1,0,0,14,1,0,1,8.46,0,0,0,0,2,224.66,20,10,1,29,9,0,0
8932,4,5,7,68,26,7415.41,0.11,0,0,0,9,2,1,1,23.2,1,0,0,0,2,319.63,29,11,1,39,11,0,1
8933,3,0,8,57,26,2455.98,0.9,2,1,2,11,0,1,1,9.17,1,0,0,0,3,267.93,25,6,2,32,9,0,0
8934,5,0,19,137,40,17244.9,0.24,4,3,1,21,0,0,1,23.65,3,0,0,0,6,729.1,64,20,2,73,26,1,0
8935,6,4,17,111,34,12047.11,0.19,2,2,0,23,4,0,1,21.33,3,0,1,0,5,564.71,48,22,2,63,19,2,0
8936,6,5,15,133,42,12550.62,0.24,2,2,3,21,3,1,1,17.5,5,0,0,0,5,717.18,63,22,4,70,26,0,0
8937,2,0,5,24,15,632.92,0.3,0,0,0,7,0,0,1,6.75,0,0,0,0,2,93.77,9,4,1,15,2,0,1
8938,8,0,25,146,39,31456.85,0.26,1,1,0,27,0,4,1,40.76,3,0,1,0,7,771.67,63,24,4,83,21,2,0
8939,1,3,5,44,22,1233.35,0.7,1,0,2,6,1,1,1,6.29,0,0,0,0,0,196.21,22,6,0,22,6,0,0
8940,11,0,33,244,48,67073.61,0.45,1,3,0,36,0,1,1,49.22,5,0,0,0,11,1362.73,107,46,5,137,33,2,1
8941,3,0,7,56,25,2427.19,0.9,1,1,2,10,0,2,1,9.33,1,0,0,0,3,260.6,28,7,2,28,8,0,0
8942,4,1,13,85,36,4284.58,0.15,0,0,5,17,1,2,1,9.75,0,0,0,0,3,439.44,39,12,1,46,10,0,0
8943,11,1,53,370,72,98734.22,0.76,3,4,8,66,1,2,1,43.25,9,0,0,2,9,2282.87,173,58,4,197,58,2,1
8944,27,2,84,610,80,281780.11,1.29,3,1,13,105,2,0,1,73.7,6,0,2,0,25,3856.38,257,62,5,353,93,2,0
8945,11,3,38,302,71,55772.43,0.62,2,2,7,49,3,1,1,30.3,6,0,0,0,9,1857.22,143,48,3,159,48,1,1
8946,1,0,2,21,14,329.81,0.3,0,0,2,3,0,1,1,4.12,0,0,0,0,0,79.95,11,1,0,10,2,0,0
8948,5,0,16,114,41,9967.62,0.2,1,3,3,17,0,0,1,16.32,2,0,0,0,4,610.76,51,13,3,63,15,1,1
8950,11,1,44,365,82,92648.37,0.77,3,1,9,68,1,0,1,39.93,5,0,2,0,7,2320.51,154,44,5,211,56,2,1
8951,3,1,11,56,27,2449.72,0.9,0,0,2,14,1,0,1,9.2,0,0,0,0,2,266.27,23,8,1,33,8,0,0
8953,1,0,2,12,9,106.51,0.1,0,0,1,3,0,1,1,2.8,0,0,0,0,0,38.4,7,1,0,5,2,0,0
8956,6,0,23,202,52,28176.58,0.38,3,1,9,35,0,1,1,24.47,1,0,2,0,3,1151.49,85,22,2,117,25,0,0
8957,4,0,16,85,29,7322.6,0.14,1,1,0,14,0,1,1,17.73,0,0,0,0,4,412.93,38,9,2,47,12,2,1
8958,16,2,56,379,72,112243.28,0.78,3,1,11,73,2,0,1,48,6,0,2,0,14,2338.4,160,41,5,219,56,2,0
8959,2,6,8,69,25,3064.7,0.11,1,0,2,10,6,1,0,9.56,0,0,0,0,1,320.43,34,9,1,35,7,0,0
8960,1,2,4,43,19,750.21,0.6,1,0,2,5,2,1,0,4.11,0,0,0,0,0,182.66,23,4,0,20,4,0,0
8961,1,0,6,35,17,663.28,0.5,0,0,0,7,0,0,1,4.64,0,0,0,0,0,143.6,17,5,0,18,5,0,0
8962,2,0,12,103,32,5969.32,0.17,1,0,0,14,0,1,1,11.59,0,0,0,0,1,515,51,22,1,52,12,0,0
8963,1,0,2,31,19,948.14,0.4,2,1,0,3,0,0,1,7.2,0,0,0,0,0,131.69,16,4,0,15,7,0,0
8964,2,0,6,43,20,1520.53,0.6,1,0,0,8,0,1,1,8.18,0,0,0,0,2,185.84,20,8,1,23,4,0,1
8965,2,0,6,36,20,1166.92,0.5,0,0,0,7,0,0,1,7.5,0,0,0,0,0,155.59,15,5,0,21,4,0,0
8966,3,1,13,80,33,5501.4,0.13,1,1,0,13,1,1,1,13.63,1,0,0,0,3,403.55,37,11,2,43,11,1,0
8967,1,4,5,118,37,5631.23,0.2,2,4,1,14,4,0,1,9.16,1,0,0,0,0,614.72,57,16,0,61,11,0,1
8968,2,0,5,24,15,632.92,0.3,0,0,0,7,0,0,1,6.75,0,0,0,0,2,93.77,9,4,1,15,2,0,1
8969,1,8,5,34,16,816,0.5,2,0,0,6,1,4,1,6,0,0,0,0,0,136,20,7,0,14,4,0,0
8970,1,5,2,12,10,149.49,0.1,1,0,0,3,1,0,1,3.75,0,0,0,1,0,39.86,5,2,0,7,1,0,0
8971,1,7,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
8972,1,6,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
8973,1,7,2,10,10,99.66,0.1,1,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
8974,1,4,1,4,4,12,0,0,0,0,2,2,0,1,1.5,0,0,0,0,0,8,1,0,0,3,0,0,0
8975,1,57,1,12,12,107.55,0.1,3,0,0,1,1,2,2,2.5,0,1,0,0,0,43.2,7,0,0,5,0,0,0
8976,1,11,2,12,12,107.55,0.1,2,0,0,3,2,2,1,2.5,0,0,0,0,0,43.2,7,0,0,5,1,0,0
8977,1,23,1,13,13,96.21,0.2,4,0,0,2,2,3,1,2,0,1,0,0,0,48.11,9,0,0,4,0,0,0
8978,1,12,2,18,14,231.3,0.2,3,2,0,3,2,2,1,3.38,0,0,0,0,0,68.53,9,1,0,9,1,0,0
8979,2,15,5,27,18,675.53,0.4,3,1,0,7,3,2,1,6,0,0,0,0,2,112.59,12,2,1,15,4,0,0
8980,1,4,1,4,4,12,0,0,0,0,2,2,0,1,1.5,0,0,0,0,0,8,1,0,0,3,0,0,0
8981,1,16,1,8,8,48,0.1,1,0,0,1,1,1,2,2,0,0,0,0,0,24,4,0,0,4,0,0,0
8982,1,8,1,5,5,17.41,0,0,0,0,1,1,0,0,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
8983,1,9,1,5,5,17.41,0,0,0,0,1,1,0,0,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
8984,1,8,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
8985,1,8,1,4,4,8,0,0,0,0,1,1,0,0,1,0,0,0,0,0,8,2,0,0,2,0,0,0
8986,1,9,1,6,5,18.58,0,0,0,0,1,1,1,0,1.33,0,0,0,0,0,13.93,4,0,0,2,0,0,0
8987,1,10,1,6,5,18.58,0,0,0,0,1,1,1,0,1.33,0,0,0,0,0,13.93,4,0,0,2,0,0,0
8988,1,7,1,5,5,17.41,0,0,0,0,1,1,0,0,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
8989,1,7,1,6,5,18.58,0,0,0,0,1,1,1,0,1.33,0,0,0,0,0,13.93,4,0,0,2,0,0,0
8990,1,8,1,6,6,23.26,0.1,1,0,0,1,1,0,0,1.5,0,1,0,0,0,15.51,3,0,0,3,0,0,0
8991,1,5,1,5,5,17.41,0,0,0,0,1,1,0,0,1.5,0,0,0,0,0,11.61,2,0,0,3,0,0,0
8992,1,7,1,8,7,26.95,0.1,0,0,0,1,1,2,0,1.2,0,0,0,0,0,22.46,6,0,0,2,0,0,0
8993,1,6,1,7,7,29.48,0.1,0,0,0,1,1,1,0,1.5,0,0,0,0,0,19.65,4,0,0,3,0,0,0
8994,1,13,2,17,12,383.95,0.2,1,1,0,2,1,2,2,6.3,0,0,0,0,0,60.94,9,2,0,8,3,0,0
8995,3,12,7,57,24,3136.11,0.9,2,1,0,11,1,2,0,12,0,0,1,0,2,261.34,24,9,1,33,8,0,0
8996,1,14,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
8997,1,9,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
8998,1,13,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
8999,1,9,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
9000,2,16,5,36,21,1478.45,0.5,1,1,0,7,1,2,1,9.35,0,0,1,0,1,158.12,17,6,1,19,4,0,0
9001,1,11,2,11,11,133.19,0.1,0,0,0,3,1,0,1,3.5,0,0,0,0,0,38.5,4,1,0,7,1,0,0
9002,1,15,2,14,12,245.93,0.2,0,0,0,3,1,1,1,4.9,0,0,0,0,0,50.19,7,2,0,7,1,0,0
9003,1,21,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
9004,1,10,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
9005,2,18,5,36,21,1478.45,0.5,1,1,0,7,1,2,1,9.35,0,0,1,0,1,158.12,17,6,1,19,4,0,0
9006,1,5,2,10,10,99.66,0.1,0,0,0,3,1,0,1,3,0,0,0,0,0,33.22,4,1,0,6,1,0,0
9007,2,12,4,24,18,625.49,0.3,1,1,0,6,1,1,1,6.25,0,0,1,0,1,100.8,10,3,1,14,3,0,0
9008,1,30,2,11,11,133.19,0.1,0,0,0,3,1,0,1,3.5,0,0,0,0,0,38.5,4,1,0,7,1,0,0
