@relation		textmining-train

@attribute		description		string
@attribute		isBug			{0, 1}


@data
"Build file for HelloWorld tutorial points to the wrong Nant task assembly Build file for HelloWorld tutorial points to the wrong Nant task assembly",1
"Implement EJB3 Metadata Implement EJB3 Metadata",0
"Implement max aggregation operator Implement a max operator finds the maximum of a sequence of numeric values",0
"Assembly of spring modules for nodeps is missing spring 31 and 32 modules file subsystemas7aggregatorsrcmainassemblyassemblynodepsxml is out of sync from subsystemas7aggregatorsrcmainassemblyassemblyxml and is missing spring 31 and 32 modules",1
"Remove springasm dependency from spring32 variant of sporsclubbom  Remove springasm dependency from spring 32 variant of sportsclubbom ",1
"Wrong version of springsecurity in Spring 32 variant of Sportsclub example There is wrong version 320RELEASE of springsecurity in sportsclubbom pomxml of Spring 32 variant of Sportsclub example The latest available version is 313RELEASE",1
"Fix SPEC jvm 2008 Issue to cover all the different tasks in fixing SPEC jvm 2008",1
"Should not be able to overwrite an existing directory Should throw IllegalOverwriteException",1
"Add JCA ListenerAdapter support JBoss AS does not expose a ResourceAdaptor at this moment and the AS5 approach does not work",1
"Fix the MBean server namespace element for JBoss AS7 The target class does not exist anymore",1
"Control the execution of the deployer The Spring deployer must execute: after the PU deployment if the current deployment has one; before the startup of any EJBs eg MDBs",1
"springjbossjaxws example project compilation via mvn is broken springjbossjaxws example does not compile because of annotations used in java classes Additional configuration for mavencompilerplugin is required in pomxml ",1
"m2e is showing errors on unsupported Checkstyle Plugin Enable the m2e plugin on the Aggregator so that dependent modules ignore Checkstyle in Eclipse",1
"Ensure test runs can be repeated from an IDE The test execution leaves file system in such state that repetitive test runs caused every but the first one to fail Ensure that tests can be executed multiple times in a row",1
"StrictFilter should be moved to mavenapi module The rest of Maven filters is already present in the API module Move StrictFilter as well",1
"ArchiveAssetopenStream is hardcoded to use ZIP Exporter Currently the association for which exporter to use in ArchiveAssetopenStream is hardcoded to ZIP  We need to get a better association for storing nested archives",1
"Support for x64 builds with optimizing compiler Add support for x64 to the optimizing compiler",0
"Cannot add classes from the default package Also include a check for inner classes of classes in the default package",1
"OptTestHarness refactorings Ive begun some refactorings and improvements to the OptTestHarness quite a while ago and still have the patches lying around Ill merge them gradually and continue the work",0
"GlassFish extension dependency scope The GlassFish extension should not include the glassfish api  Change dependency to provided",1
"Opportunistic survivor copy in Sticky Immix GC is not bounded by any space threshold Sticky Immix GC does opportunistic survivor copy based on the flag PREFERCOPYONNURSERYGC But the copying is not bounded by any space threshold ",1
"Wrong path in GCSpy component build file Contributed by Kathiravelu Pradeeban on researcher mailing list",1
"Accept members with same id in setResolvedMember and updateTIBEntry This issue tracks Da Fengs changes to the setResolvedMember methods and updateTIBEntry A related issue is MRP69",1
"Process the bugfixes contained in the patch set We should split up the bugfixes from Da Fengs patch set and open issues to track them This issue can serve as a metaissue to track the specific bugfixes",0
"Increase robustness of RVMThreaddumpStack This issue tracks the changes to dumpStack in RVMThread from Da Fengs x64 patch set The changes are meant to incease robustness of dumpStack",1
"Check correctness of synchronization in classloading subsystem Da Fengs bugfixes contain changes to the synchronization in the classloading subystem We need to review the changes and the respective code to ensure that we have or get a correct implementation",1
"Evaluate changes to RVMAnnotation This issue tracks the changes to RVMAnnotation from Da Fengs patch",1
"ExplodedExporter fail with ArchiveExportException when trying to export to a file Should fail gracefully when a file exists where it should export a directorythrow IllegalArgumentException",1
"x8664 64 bit mode for jikesrvm adds x8664 64bit mode baseline compiler and opt compiler for rvm",0
"Initial pass over the source code for cosmetic comment changes Ive made an initial pass over the source code to fix cosmetic errors in JavaDoc comments and will attach the patch shortly",0
"Bulk copy optimization  compare and swap incorporation for Sticky MS  Sticky Immix Bulk copy optimization is enabled for Sticky MS and Sticky Immix Moreover compare and swap barrier is incorporated for both of them to successfully run pmd",1
"Sticky MS performance compared to MS Sticky MS sticky mark bits collector should perform better than MS mark sweep collector In release 310 it was true but in release 311 Sticky MS was broken This patch fixes that",1
"compiler warnings while building bootImageRunner There are several compiler warnings that indicate minor problems in bootImageRunner sources Im attaching a patch with fixes to the problems reported by the warnings",0
"VM fail to allocate chunks of memory larger than 30MB VMs fail to allocate chunks of memory larger than 30MB revision: date: Wed Dec 07 21:24:00 2011 0500",1
"opt compiler parallelization An investigation of the parallelization opportunities in the optimizing compiler of Jikes RVM This is a Google Summer of Code project suggestion",0
"ppc32aix and ppc64aix regression Something in 1531715319 regressed both 32 and 64 bit ppcaix runs  See nightly runs from piccolo",1
"Incomplete comment for alignAllocation in Allocatorjava Commit 10384 introduced a new parameter fillAlignmentGap in alignAllocation Allocatorjava which isnt commented by the function comment",1
"Gather new compiler DNA Current data is from July 2007  ",0
"Support for Reference Types in the MMTk Harness The MMTk Harness currently ignores reference type processing  We should add enough support to verify that the MMTk collectors are doing the right thing",0
"MMTk Harness Spawn script fails with an NPE on multiprocessors Theres a concurrency related bug that causes GC in the Harness to crash on multiprocessor machines with the Java scheduler  ",1
"Do not search superclasses for a method unless no method is found Do not search superclasses for a method unless no method is found",1
"Add scenario for LINQ 87 LINQ 87 is the only LINQ 101 scenario that makes use of let operators",0
"Minor change: Reorganize ClassFileReader by moving code for reading in the constant pool into a separate function Minor change Causes no semantic change Move code for parsing classfiles constant pool into a separate function",0
"Add support for let operators Enable users to define new variables in a query using the let clause",0
"Apache Harmony class library completely broken by native thread code Work to fix in the RVM733 branch",0
"Outline exception raising code in gnujavalangCPStringBuilder to enable better inlining See parent task for discussion; creating JIRA item to associate with path against GNU classpath",0
"Simplify MMTkVM glue code The structure of the MMTk glue makes the implementation of concurrent collection among other things more difficult than it needs to beThis work will be done on a branch",0
"NPE when terminating a thread causing uninterruptibility violation There is an interruptibility violation Im seeing when running DaCapo eclipse Stack trace attached",1
"GNU Classpath 098 causes performance regression in luindex The change to classpath 098 has caused luindex performance to regress horribly First iteration runs take 2x the time than before the classpath change",1
"Cleanup up code that obtains targets of pseudoinvokestatic instruction Code in various places that obtain the target of a pseudoinvokestatic instruction violate DRY Extract common code and move it into orgjikesrvmosrbytecodesInvokeStatic",0
"Decide what available processors means on native threads Decide what available processors means on native threads",0
"Made orgjikesrvmcompilersoptutilPair generic and moved it to package orgjikesrvmutil An implementation of Pair using generics",0
"Support local variable table for methods Supports reading in the local variable table of a method when loading class files The local variable table is present with Java source files are compiled with g option",0
"Crashes while computing compiler dna on ppc64linux 6 of the 8 testruns for ppc64linux compiler dna fail",1
"Bug in buildit script related to checkstyle setting Buildit incorrectly processes requirecheckstyle setting",1
"TuningFork instrumentation of Adaptve System Redo instrumentation from TF branch to capture compilationrecompilation activity",0
"ppc64 development image bloat It looks like 15017 increased bootimage size on 64 bit platforms enough to break the development builds out of bootimage space on ppc64aix",1
"Scalar SSAbased optimizations A number of scalar SSAbased optimizations have been implemented  Investigate the stability and effectiveness of each and reenable as possible",0
"Add support to Intel assembler for REX prefix byte To support 64bit addressing on x86 we need to generate REX prefix bytes when appropriate Extend the assembler and register constants to support generating the REX prefix byte when necessary",0
"Assertion checking on stack height in baseline compiler Add checking to pushXXX methods in baseline compiler to check that we never push beyond the limits of the Java expression stack  root cause of RVM550",0
"Use plexuscache instead of plexusehcache Convert code that uses plexusehcache to use the released plexuscache framework instead",0
"Checks when creating object references in opt compilation RVM592 created automated checks that a value that is accessed from memory as an object is a valid object These checks should be implemented in the opt compiler",0
"LST and irreducible control flow LoopStructureTree does not detect when it is run on an irreducible CFGInstead it silently builds an incorrect loop structure tree",1
"Initial support for OpenJDK class library This issue soon to have associated branch will track work in adding support for OpenJDK as a class library provider for Jikes RVM",0
"Side mark bits no longer works Side mark bits no longer work in HEAD",1
"Implement generic reflection API in Apache Harmony We are missing support for generics in the reflection implementation for Apache Harmony",1
"Harmonys OSMemory implementation uses JNI We should look to replace orgapacheharmonyluniplatformOSMemory with our own Java version that doesnt use a JNI call to set a byte in memory",0
"Update userguide to remove VM and OPT prefix globally Need to take a pass through the online version of the userguide and update for new class names  package structures",0
"Split out MMTk option processing support Split out MMTk option processing support so it can be reused within JikesRVM",0
"Dead code elimination of pure calls Were not dead code eliminating pure method calls if their results are unused We should",0
"Null Pointer Exception in gnuxmltransformParameterNodeclone We fail xmltransform in gnuxmltransformParameterNodeclone line 75 which looks like a simple bug in Classpath",0
"Support 21bit keys in AES crypto The SPEC jvm 2008 benchmark dies with:Error in setup of cryptoaesjavasecurityInvalidParameterException: unsupported key size: 21",0
"Replace calls to StringBuffer with CPStringBuilder where appropriate There are still some uses of StringBuffer that could be replaced with the unsynchronised noncopying CPStringBuilder alternative",0
"Testing framework missing failures in basic tests that use diff for sanity Test failures not being properly detected in some basic tests  First fix test harness so we detect the failures; then fix the actually VM bug reported in parent issue",0
"Improvements to Random number generation Just to remember some inefficiencies of what will be warm code:1 javalangMathrand isnt final when it could be2 javautilRandom is using synchronized where atomic longs would be more optimal",0
"Update to latest Classpath jucCopyOnWriteArrayList Recently long standing issues have been fixed in jucCopyOnWriteArrayList so we should patch 0971 to take advantage",0
"Branch likely and unlikely prefixes show up as LOCK prefixes in x86 disassembler output I was lazy when adding the branch likely and unlikely prefixes to the assembler and the disassembler report them as being lock prefixes We should correct this",1
"Upgrade to Classpath 097 We should upgrade to Classpath 097 which is now available:ftp:ftpgnuorggnuclasspathclasspath097targz",0
"Remove synchronization from LongvalueOf Classpaths LongvalueOf is redundantly synchronized",0
"Class library fields that could be final arent final In GNU Classpath 0961 several often used private fields could be final but arent marked as final",0
"Greater use of StringBuilder rather than StringBuffer GNU Classpath 0961 makes wide use of StringBuffers where StringBuiders would be an improvement",0
"Add final annotations to javaioOutputStreamWriter Fields within OutputStreamWriter should be final but arent",0
"Remove VMOpt prefix from opt compiler classes that go into bootimage remove prefix  ensure that classes are still put in bootimage",0
"lusearch fails on PPC32 due to validation error lusearch fails validation checks in baseline compiled code",1
"Timeouts for stress are not correct We should fix the timeouts for stress now we have moved to the slower rvmx86lnx32b machine",1
"Extend opt compiler to use pcrelative calls Use pcrelative calls anytime we are calling something statically resolvable and compiled",0
"Augment IA32 Baseline compiler to use pcrelative calls for dynamically generated code  Modify baseline compiler to use pcrelative call for invokestaticinvokespecial when  1 target method is already compiled  2 were running VM",0
"OutOfMemory exceptions should indicate which space was exhausted Indicating the space that causes the OOM would make debugging much easier and would match what the Sun JVM does",0
"Download DaCapo for precommit and dont rely on externallibdir Itd be nice to at least allow precommit testing without having the correct externallibdir set up Ive attached my broken patch to attempt this Thanks Peter for volunteering to take a look",0
"Add ability to search test outputs for a specific string I regularly query the database directly to find when particular bug has coppped up before Support this through the web interface",0
"Remove Data Mining interface from cattrack The Data Mining interface takes a lot of energy to maintain and no one but me uses it So remove it and run reports directly against database when needed",0
"Improve inline size estimator in VMNormalMethod to account for getstatic of final primitive fields being folded by opt compiler We expect to make these into compile time constants  Should estimate these the same as we do for various ldc operations instead of considering them as normal getstatics",0
"Cancel button does not work Cancel button does a submit instead of a cancel",1
"Add Web UI page for backup and restore of users Add a  backup and restore web ui for users db",0
"Reorganize libvmc so that platform independent code is in a separate file There is currently a lot of code in libvmc that is architecture independent and could be moved to a separate file",0
"A shutdown hook can hang RVM If a shutdown hook is added and the RVM does not exit via Systemexit0 it seems to hang r13141 added a failing test that demonstrates this failure Not sure if this is a regression",1
"Add DaCapo performance statistics into nightly tests We should display a geomean for the suite in a manner similar to the way we display SPECjvm98",0
"Dump all registers on a fault on Intel Currently an unhandled fault on Intel will dump out the 8 GPRs and 8 x87 registers If using SSE2 we should dump out the XMM registers too",0
"Modify VMEntryPoints to use class literals rather than string literals String literals break when classes are renamed whereas class literals keep on going",0
"Unsafepark time values are incorrectly scaled Parking for a period of time is broken in the current code base",1
"Upgrade Cairo on rvmppclnx32 The cairo library needs to be upgraded from 104 to 118 on rvmppxln32 This is stopping the nightly builds working in the recent past ",1
"Truncate output before appending to report The output produced by some of the tests when things go bad can be excessive See RVM17 for such an example We should truncate it at some reasonable size such as 500K",0
"Constant folding values from TIBs produces failures Constant folding of values in TIBs the option CFTIB in OPTSimplifier broke regression tests in the past This should be reevaluated and fixed",0
"Upload test results to CatTrack automatically Update nightly test process so that it uploads test results to CatTrack automatically",0
"Define a schema for test reports Need to define a schema for XML reports and validate the schema against the format It will make it easier to ensure that bad data is never generated ",0
"Create a summary report of each days test results We should be able to create a daily report of test results that replaces the existing perl script ",0
"Directly link BuildRun to TestRun  Need to link buildrun to testrun otherwise we can not model failed testruns We should also delete buildconfiguration that are orphaned when a buildrun is deleted",1
"Authentication takes a while when used with LDAP See MRM1488 for more details",1
"fix site documentation which contains some plexus sample configuration note anymore valid as plexus is not anymore used",1
"provide a wrapper around Apache Shiro to studyNOTE: take care about migration from redback datas to a shiro model !",0
"Ability to assign role by name in xmlrpc assigning a role by name such as Project Developer  comsampleproject is not allowed only roleid is allowed eg systemadministrator",0
"Intermittent selenium test failure This test is failing intermittently:checkLastLoginDateAndAccountDateorgcodehausredbackintetgrationsstruts2itMainPageTest",1
"Mislead mail subject after password reset request A mail sends to the user after password reset was requested has subject: Welcome to Maven Continuum like an info about account creation I think it could be changed",0
"Improve French localisation I open this issue to track my progress with French localisation improvements",0
"Encountered lots of NPE when using datamanagement of redback Initialize methods of classes are being executed before the properties are set which causes the NPE",1
"Unable to logout completely Continuum does not remember logout from archiva and vice versa with single sign on",1
"The Your Account is Locked error message is displayed on the attempt the account gets locked This makes it appear that the allowed number of failed attempts is N  1",0
"Upgrade plexusregistrycommons to 10alpha2 Upgrade plexusregistrycommons to 10alpha2",0
"Missing current user in security links Missing current user in security links",1
"request to authorize against a null resource should succeed if you have permission on any resource in the operation this is the converse of global which gives permission to all resources for a given operation You need to be able to request permission for someone with access to any resource",1
"UserManagerAuthenticator should use the jdo usermanager  UserManagerAuthenticator should use the jdo usermanager instead of the configurable user manager",1
"CachedUserManager does not use the ConfigurableUserManager if one is specified CachedUserManager does not use the ConfigurableUserManager if one is specified",1
"jsecurity realm should throw a specialized exception when the principal has been locked or when a password change is required jsecurity realm should throw a specialized exception when the principal has been locked or when a password change is required",0
"remove plexusmavenplugin execution and use spring annotations currently the mojo plexusmavenplugin is configured for executed the  goal descriptor in the parent pomThis means all modules will execute this even if they dont need it ",1
"Show the last failed login and the number of failed login attempts on the User Edit page It would be nice to see the number of failed login attempts as well as the date and time of the last failed login attempt on the User Edit page",0
"WSBPEL Generation Generate WSBPEL from a choreography description",0
"Please add german localization Please add the attached defaultdeproperties to redbackintegrationsredbackxworkredbackxworkintegrationsrcmainresourcesorgcodehausplexusredbackxworkdefaultdeproperties",0
"Redback JSecurity integration should honor locked accounts and required password changes Redback JSecurity integration should honor locked accounts and required password changes",0
"Guest user can be locked even if guest has no password Guest user can be locked even if guest has no password",1
"Web Services for Redback User Management This will provide an xmlrpc interface to redback user management and roles management",0
"Ability to edit roles permissions Add a page where admin can edit roles permissions",0
"Development documentation on how to extend redback authentication Some helpful notes on how to extend Redback authentication",0
"Change redback container from plexus to Spring 2 Change the redback container from plexus to spring 2 using plexusspring",0
"calculate assignable roles based on children only similar to effective roles",1
"Upgrade webwork integration to struts2 Upgrade webwork integration to struts2 I had a spike at this a while back  apparently struts2 has some inbuilt plexus integration that might be useful",0
"nonsystemadministrator or nonuseradministrator should not be able to grant administrator roles Users who do not have system administrator or user administrator role should not be able to grant administrator roles either as system administrator or as user administrator",1
"Error logging in with a locked account Logging in using a locked user account does not redirect the user to the login pageThis issue will fix CONTINUUM1774",1
"Support writeback in ldap of redback users Redback currently only has readonly in ldap authentication  I think it will be helpful to have writeback functionality",0
"Auth keys are not deleted even if expired Auth keys are still kept in the database even if they are expired There should be a way to clean those expired keys",0
"selenium test suite to run against the example application could reuse some of what is in Continuum and Archiva already to test the web integration parts",0
"redback doesnt build with Maven 208 test failures in the rbac role manager  presumably due to the change in classpath ordering for tests",1
"Jar file manifest is missing info such as version number The jar file manifest for Redback 10alpha2 jars has only limited information  Need to add jar plugin config to include entries such as the project namd and version number",0
"Plexus Security  dynamic role profile missing assignable the dynamic role profile is missing from the interface and the base class",0
"Form fields need validation The create admin user and register for an account forms need validationCurrently you can enter userids and email addresses containing spaces",0
"Annotations for meta data for process  Annotations can be used to add metadata to the process Metadata that comes to mind is: concurrent yesnoordered yesno",0
"allow other usernames for the admin account currently the admin account is hard coded to adminwe should loosen this up at some point probably",0
"Convert plexussecurity name to Redback This is a tracking jira for the conversion of the plexussecurity name to redback",0
"Need LDAP Support for User database Need to create an LDAP provider for the UserManager",0
"add backup and restore hooks using the data management artifact we should have the data management hooks to manage the backup of the usersroles databases",0
"Cancel button in Account Details page functions the same as the Submit button Cancel button in Account Details page functions the same as the Submit button",1
"User with empty password cannot login User with empty password cannot login",1
"lockedadmin environment check failed the locked admin account environment check is broken because of a bad role declaration",1
"Delete icon image on Users List is broken Delete icon image on Users List is broken",1
"Uppercase in packagename The packagename for the JPAextension is called orgquaerequaereForJPA I suggest renaming the package to orgquaerejpa",0
"Group joins get null results for group elements See canUseGroupJoinToGetAllTheProductsThatMatchAGivenCategoryBundledAsASequencelinq103 scenario test",1
"Loading of testdata fails on casesensitive filesystems or operating systems The file Customersxml is referred to in code as customersxml Should match the filename",1
"Allow NewExpression to create defined classed Allow users to create new instances of defined classes through the NewExpression This will be a kind of constructor injection within queries",0
"Improve error handling The error handling and argument verification is not as good as it should be",0
"Move addSource method ti QueryEngine interface Move addSource method to QueryEngine interface so that all query engines have access to their sources",0
"Variants should be JavaBeans Generate getters and setters for the properties on variant classes",0
"Implement concat operator Implement a concat operator that concatenates two sequences",0
"Implement average aggregation operator Implement average operator computes the average of a sequence of numeric values",0
"Implement element at operator Implement the element at operator to allow users to retrieve single elements from a collection",0
"ClassCastException when using indexers The Quaere for Objects query engine throws a ClassCastException if an indexer expression is used in the query",1
"Treat all sources as Queryables Refactor creation of query engine instances to implementations of the Queryable interface and implement a Queryable resource for Iterables",0
"Simply query DSL Simplify the query DSLs interfaces and builder classes so that they match the grammar used for literal expressions",0
"rename WebAppUrlmaterializeTargetRefrashableCommand rename WebAppUrlmaterializeTargetRefr a shableCommand in WebAppUrlmaterializeTargetRefr e shableCommand",0
"Please create and support JavaMethodisDeprecated It would be very useful to be able to determine if a JavaMethod is marked as javalangDeprecated See MGWT352 for a concrete use case",0
"Package annotations not found if packageinfojava is first file in package If a package has packageinfojava as the first file in the directory then annotations in that file are not added to JavaPackage object that is createdExample project with a failing test is attached",0
"methodgetLineNumber broken in 111 JavaMethodgetLineNumber worked in 110 but is broken in 111Always delivers too high line numbers when parsing java code and getting line informationWorked perfectly in 110",1
"Annotation with value in method signature does not parse If an annotation is present in a method signature a parse error occurs:class X   void YSomeAnnohi int a  test case is attached ",1
"packaging with java5 fails due to incorrect javadocs maven packaging fails if you use java5 Youll get about an incomplete return statement and a MissingResourceException",0
"Parsing fails on packageinfojava  Parsing fails when there is package level annotations file: packageinfojava ",1
"Parser fails on attribute with annotations The parser does not handle annotated attributes like the followingpublic interface Foo   String echoWebParam javalangString msg;",1
"Equality fails in delegator A delegated proxy object does not handle equality right in any case See attachment with unit test and patch",1
"transactionJournal  Rename from transactionLog Rename anything related to the transactionLog to transactionJournal eg: PersistentLogger to PersistentJournal",0
"Encryption  snapshot and transactionLog encryption Encrypt the snapshot and transactionLog files",0
"Use a shutdown policy A policy that control the shutdown behavior of a tprepeatershutdownafterfalseshutdownaftererrornoshutdown",0
"add logging to ProcessorRepeatable When a processor ends is something you really want to know So add some logging ",0
"Future mechanism to wait for process completion The executor uses a Future to synchronize on task completion Maybe add a similar mechanism for the completion of a processprocessor",0
"interface matching in standarddispatcher Currently no matching is done on interface So the receive method should have the same type as the argument that is dispatched",0
"One button release One button release script: buildcreatereleaseversioninsubversionuploadsite etc should be updated without much problems",0
"Drop the byte order description in fields with 8 bits or less Byte order is completely irrelevant if it involves 8 bits or less Talking about byte order in the generated documentation in those cases seems kind of awkward",0
"Allow configuration of Enumtype component properties The container already requires Java 15 so supporting enums for component configuration is natural",0
"Color for COnsoleLogger Brings color to the ConsoleLogger so that Maven traces are colorizedThe patch was writtern for the tag:plexuscontainerdefault10alpha9stable1",0
"Support config injection for component fields of type SortedSet The CollectionConverter currently creates a HashSet for a field of type SortedSet which isnt assignment compatible",0
"DefaultPlexusConfiguration corrupts ordering of children with different names See attached unit test or IT MNG3852 for failing examples ",1
"Expose the Plexus Configuration writer Expose the Plexus Configuration writerMake possible to create components that will serialize configuration suitable to be injected into component in configuration phase by stuff in PLX384",0
"Plexus CDC throws IndexOutOfBounds Exception if java file is empty Plexus CDC throws IndexOutOfBounds Exception if java file is emptyThis patch solves the headache of having to figure this out late at night",1
"LogEnablePhase and LogDisablePhase dont use the correct logging manager This affects the maven embedder that is not able to change the ConsoleLog in DefaultMaven",1
"JavamailMailSender doesnt update its internal Properties when setting values using the MailSender fields JavamailMailSender doesnt update its internal Properties when setting values using the MailSender fields",1
"A standard error message should display anytime an incorrect User ID or password is entered The error message should be:You have entered an incorrect username andor password",0
"Allow annotations to be used to provide default values in component configuration models This would be useful in mojos and plexus components where you want to specify default values in the configuration model",0
"javadoc comment for orgcodehausplexuscontextContext #get Object key  and contains Object key  Just add javadoc comments on the interface Context",0
"Plexus website does not explain how to check out of SVN The usual part of the site that details how to check out the project only shows how to check out the plexussite itself",1
"Lots of updates for the component descriptor documentation In the accompanying patch you will find: Corrected spelling Added formating Fixed errors in code examples Added context to code examples Added headers",0
"Components using singletonkeepalive are being destroyed Components using this strategy should hang around until the container is destroyed",1
"The singletonkeepalive instantiation strategy should be the default Right now singleton is the default which means it goes away when the ref count hits zero",0
"Fixed a bug that fail plexus build from svn Please see attached patch",1
"Support of encoding and DocType for XMLWriter This patch adds support of encoding and doctype declaration for the XWLWriter interface",0
"Build fails due to pom validation error plexuscomponentsplexushibernatepomxml is missing modelVersion so buildwont continue Attached trivial patch resolves this issue",1
"Allow component isolation Add component isolation features  These features are needed for at least two situations so far in summit: Pipeline isolation Allowing multiple webapps to exist within a single plexus instance",0
"Create a plexusservertool I would like a plexusservertool that turns a plexusserver into a standalone server distribution It should create a zip and targz that can be exploded and started from a commandline",0
"wrong postgresql version detection on solaris minor release version and release number is detected as 803",1
"add information schema script information schema as described in section 13 of the SQL JRT specification",0
"memory handling error SPIfinish fails because of a wrong memory allication",1
"FEBE with unix sockets FEBE channel should support unix sockets for some security and speed on unix systems",0
"Privileged procedure security Privileged procedures should check the name of the fired SQL code not to allow others to fire them by defining a new stored procedure on them",0
"Log4j configuration error The log4j system with loom is misconfigured",1
"classloaders: hot undeploy classes Classes when removing jars should disappear from the VM",0
"protocol error in pexec problem with the protocol in case of big data transfers",1
"the big evil JDBC fetch bug The SPI fetch call returns 0 records even if there should be results",1
"Return resultset PostgreSQL table functions",0
"more typemappers to implement implement more typemappers for PostgreSQL builtin datatypes",0
"Make sure all commands are in the index of commands in the documentation Some commands are missing from the index of commands at the end of the book Verify that theyre all there",0
"Color background for text Createimplement a command to specify color for the text background Similar in concept to highlighting",0
"Refactor PdfCodeWithOptionsjava The codelogic smells Should be cleaned up",0
"Bulleted lists using a userdefined bullet character in PDF plugin Add ability to do bulleted lists in PDF Use characters only for this release Later well add numbered lists",0
"NullPointerException when projecting a choice with no role Null pointer exception when comparing roles of two choices during projection",1
"The Direct Choice allows ambiguous messages Direct Choice allows constructions of the form:from CreditAgency to SellerttCreditOK: Confirmation from Seller to CreditAgency;                CreditOK: Reject from Seller to CreditAgency;tt",1
"Fix treatment of ttc files Gets this error: class FontFactory: You cant define an alias for a true type collection Should be simple to fix ",1
"Use of message types that are not imported It is not checked whether message names are imported See reproduction steps for more details",1
"Processing hangs somewhere after dump command is performed  Platypus hangs after dump command Attached file is derived from the one Atul created from PLATYPUS22",1
"Projection reject recursion test is failing due to recursion block not being projected to C The projection reject test for recursion is currently failing due to the projection at C not having the RecBlock",1
"Change the return type of CommandTableloadCommandsFromFile to void The return value is not used  also make the method access private instead of package",0
"Write functional test to make sure the fix to fontlist works correctly and can be regression tested Put the test in cliTestgroovy",0
"Role validation is not taking into account located role associated with protocol Role validation is not using the located role associated with the protocol",1
"Some invalid choice merges are accepted and produce invalid projections Testcases ChoiceNotMergeableSimplespr and ChoiceNotMergeableRecursionspr",1
"Upgrade mavenjarplugin for better Maven metadata mavenjarplugin 21 fixes MJAR14 which includes the actual POM rather than the effective POM in the Jar  This benefits tools that parse PicoContainers metadata",0
"Choice conformance checking not working Conformance checking with example:Order from Buyer to Seller;choice Seller to Buyer     Confirm:    Reject:does not work  possibly the interaction being part of the choice is causing a problem",1
"XStreamContainer Builder Container Attributes XStream Container Builder needs to have container attributes to be synced with XMLContainerBuilder",1
"Allow TieringPicoContainer to have some components transcend tiering tieringContainerasTRANSCENDINGaddComponentFooclass;or betterFollowing on from PICO303",0
"Slf4jLoggingComponentMonitor Add Slf4jCapable ComponentMonitor",0
"I18N ComponentMonitor Messages Make Logging ComponentMonitor messages internationalizable with at least an enus default resource bundle",0
"TieringPicoContainer Included TieringPicoContainer that limits access between layers in a container system",0
"Concurrency bug when doing container operation inside start method Doing some container operations inside a start method do cause a concurrency exception on the adapters list",1
"Migrate to Maven 2 Migrate to maven 2 and ensure all nonminimal dependencies are declared as optional or as scope provided to support transitive dependency management",0
"ReflectionLCS does not support new lifecycleInvocationFailed event The new lifecycleInvocationFailed event of the ComponentMonitor should also be supported by the ReflectionLCS in gems",1
"Inheritance over composition for CachingPicoContainer etc to debate Takes over from PICO212",0
"PerInstance ComponentMonitor implementation Gems should contain a ComponentMonitor implementation that does instancelevel logging rather than classlevelThis will allow users increased granularity when using a CM",0
"Boo Scripting Language Support Adds Boo scripting language support to build containersExtract zip file under nanocontainercontainer",0
"Problems creating SwitchYard Java service I get an Error Message when generating a SY Java project from the Choreography Model Project attached",1
"Enable ComponentAdapterFactory for visitor The PicoVisitor should be enhanced to visit also the ComponentAdapterFactory classes This will help the convenience PicoContainers to examine the CAF chain",0
"Generated BPMN2 models validation error gateways missing direction Choreography and process models generated by savara are now causing BPMN2 modelling tool validation errors due to the gateway direction property not being specified",1
"BPMN2 generated choreography model missing BPMNPlane bpmnElement The bpmnElement attribute should be generated for a BPMNPlane and point to the choreography",1
"XSD imports not taken into account when copying schemas to generated BPEL project Need to recursively process the XSDs to copy all relevant schemas to the target BPEL project",1
"PolicyQuote service Java generated with lower case types Generating the PolicyQuote service as Java Switchyard results in Java core using types with lowercase first letters that are no located",1
"Problem generatiing BPMN2 froma  CDM model in Savara 2 I get an error when trying to generate a service in BPMN2 from a CDM model The error is SAVARACOMMONTOOLS00003",1
"Add Spring AOP section in developer guide Need to add instructions and examples to the developer guide for using Perf4J with Spring AOP",0
"Fix SynchronizedComponentAdapter test It keeps failing at random intervals",1
"Support for array dependencies I want pico to be able to instantiate classes that depend on arrays of others  instantiating and populating the arrays",0
"Local protocols generated from set of BPEL processes fail to be aggregated The BPEL processes generated from the Purchasingbpmn fail to be aggregated into a BPMN2 choreography The behaviour only includes the introduces statementsSee aggregation unit test for testcase",1
"BPEL parsing is missing the introduces statements The protocol description generated by the BPEL parser does not include the introduces statements or initial parameter definition for the client role",1
"Unable to export a cdm to a cdl I cannot export eClaimsL3cdm to eClaimsL3cdl and seemingly there are no errors in the Problems tab on eclipse",1
"Switchyard Java Bean service generation Generate a Java bean based Switchyard service skeleton to represent the behaviour associated with a nominated choreography participant",0
"dsl case statement results in wrong hql in hbmxml typo space before when is missing for selects having more than one when condition",1
"SCA references created for client roles in CreditAgency and Logistics SCA Java generated projects Need to only generate references for server side roles",1
"Add server module for publishing activity service as restful service Add server module for publishing activity service as restful service",0
"Generated BPEL has no start activity Generating logistics service from new purchasing example generated a BPEL has no start activity error",1
"Using smartGWT and GWTP as the framework Added SmartGWT and GWTP as the consoles framework",0
